condition,hd_mode,seed,x,y,phase,pc1,pc2,pc3,fold_ratio,var3
s2,parity,0,11,1,1,-2.844,0.6261,2.3517,2.0965,0.5607
s2,parity,0,11,2,1,-1.8296,0.8587,2.6708,2.0965,0.5607
s2,parity,0,11,3,1,-0.2993,0.9132,2.7824,2.0965,0.5607
s2,parity,0,11,4,1,1.2975,1.1273,2.9199,2.0965,0.5607
s2,parity,0,11,5,1,2.671,1.3841,2.2854,2.0965,0.5607
s2,parity,0,11,6,1,4.0625,1.3653,1.4767,2.0965,0.5607
s2,parity,0,11,7,1,4.5408,1.3062,0.6951,2.0965,0.5607
s2,parity,0,11,8,1,4.7088,0.9706,0.144,2.0965,0.5607
s2,parity,0,11,9,1,4.8784,0.3783,-0.1328,2.0965,0.5607
s2,parity,0,11,10,1,5.0219,-0.1759,-0.6314,2.0965,0.5607
s2,parity,0,11,11,1,4.662,-0.82,-0.9473,2.0965,0.5607
s2,parity,0,11,12,1,4.7069,-1.1607,-1.4129,2.0965,0.5607
s2,parity,0,11,13,1,4.3121,-1.6145,-1.7931,2.0965,0.5607
s2,parity,0,11,14,1,3.2998,-1.3149,-2.1899,2.0965,0.5607
s2,parity,0,11,15,1,1.7215,-1.2438,-2.7302,2.0965,0.5607
s2,parity,0,11,16,1,0.454,-0.8671,-2.705,2.0965,0.5607
s2,parity,0,11,17,1,-0.6885,-0.8932,-2.7724,2.0965,0.5607
s2,parity,0,11,18,1,-1.4272,-0.739,-2.7792,2.0965,0.5607
s2,parity,0,12,1,1,-2.9776,1.3246,2.3306,2.0965,0.5607
s2,parity,0,12,2,1,-1.8304,1.6994,2.5738,2.0965,0.5607
s2,parity,0,12,3,1,-0.3525,1.9347,2.8229,2.0965,0.5607
s2,parity,0,12,4,1,0.9665,2.2085,2.9267,2.0965,0.5607
s2,parity,0,12,5,1,2.2248,2.2859,2.2026,2.0965,0.5607
s2,parity,0,12,6,1,3.6169,2.449,1.0659,2.0965,0.5607
s2,parity,0,12,7,1,4.3448,2.0441,0.2859,2.0965,0.5607
s2,parity,0,12,8,1,4.6167,1.6281,-0.2857,2.0965,0.5607
s2,parity,0,12,9,1,4.8098,0.7636,-0.6368,2.0965,0.5607
s2,parity,0,12,10,1,4.5927,0.0078,-1.0538,2.0965,0.5607
s2,parity,0,12,11,1,4.6386,-0.8563,-1.4212,2.0965,0.5607
s2,parity,0,12,12,1,4.4426,-1.6783,-1.764,2.0965,0.5607
s2,parity,0,12,13,1,4.0953,-2.2116,-1.8613,2.0965,0.5607
s2,parity,0,12,14,1,2.9541,-2.3377,-2.2007,2.0965,0.5607
s2,parity,0,12,15,1,1.5796,-2.2988,-2.8263,2.0965,0.5607
s2,parity,0,12,16,1,-0.0729,-2.0771,-2.9467,2.0965,0.5607
s2,parity,0,12,17,1,-0.9494,-1.6907,-2.9128,2.0965,0.5607
s2,parity,0,12,18,1,-2.2225,-1.5956,-2.9507,2.0965,0.5607
s2,parity,0,13,1,1,-2.9489,1.7101,2.0819,2.0965,0.5607
s2,parity,0,13,2,1,-2.0302,2.2036,2.3196,2.0965,0.5607
s2,parity,0,13,3,1,-0.7476,2.5683,2.5324,2.0965,0.5607
s2,parity,0,13,4,1,0.3765,2.8457,2.3733,2.0965,0.5607
s2,parity,0,13,5,1,1.7813,3.1644,1.6289,2.0965,0.5607
s2,parity,0,13,6,1,3.341,3.1652,0.3914,2.0965,0.5607
s2,parity,0,13,7,1,3.9379,2.7027,-0.3142,2.0965,0.5607
s2,parity,0,13,8,1,4.036,2.0763,-0.8876,2.0965,0.5607
s2,parity,0,13,9,1,4.4064,1.0112,-1.1865,2.0965,0.5607
s2,parity,0,13,10,1,4.3903,0.2201,-1.4859,2.0965,0.5607
s2,parity,0,13,11,1,4.2919,-0.9416,-1.7636,2.0965,0.5607
s2,parity,0,13,12,1,4.0944,-1.8768,-2.0176,2.0965,0.5607
s2,parity,0,13,13,1,3.7764,-2.6762,-2.202,2.0965,0.5607
s2,parity,0,13,14,1,2.5491,-2.8579,-2.195,2.0965,0.5607
s2,parity,0,13,15,1,1.4296,-3.0168,-2.9096,2.0965,0.5607
s2,parity,0,13,16,1,-0.0756,-2.8165,-2.7903,2.0965,0.5607
s2,parity,0,13,17,1,-1.2976,-2.3243,-3.0194,2.0965,0.5607
s2,parity,0,13,18,1,-2.564,-2.2813,-3.0803,2.0965,0.5607
s2,parity,0,14,1,1,-3.8985,2.1637,1.5939,2.0965,0.5607
s2,parity,0,14,2,1,-2.9857,2.5975,1.7124,2.0965,0.5607
s2,parity,0,14,3,1,-1.8,3.1323,1.8801,2.0965,0.5607
s2,parity,0,14,4,1,-0.3678,3.7399,1.5672,2.0965,0.5607
s2,parity,0,14,5,1,1.0827,3.9713,0.5025,2.0965,0.5607
s2,parity,0,14,6,1,2.3156,3.6893,-0.6013,2.0965,0.5607
s2,parity,0,14,7,1,2.812,3.0743,-1.1776,2.0965,0.5607
s2,parity,0,14,8,1,3.1097,2.3754,-1.623,2.0965,0.5607
s2,parity,0,14,9,1,3.081,1.243,-1.8838,2.0965,0.5607
s2,parity,0,14,10,1,3.3551,0.2265,-2.0895,2.0965,0.5607
s2,parity,0,14,11,1,3.148,-0.7966,-2.1846,2.0965,0.5607
s2,parity,0,14,12,1,2.8214,-1.8701,-2.3479,2.0965,0.5607
s2,parity,0,14,13,1,2.64,-2.8209,-2.354,2.0965,0.5607
s2,parity,0,14,14,1,1.7803,-3.3533,-2.6096,2.0965,0.5607
s2,parity,0,14,15,1,0.5038,-3.5294,-3.1087,2.0965,0.5607
s2,parity,0,14,16,1,-0.5947,-3.4274,-3.0903,2.0965,0.5607
s2,parity,0,14,17,1,-1.6406,-2.8181,-3.0526,2.0965,0.5607
s2,parity,0,14,18,1,-2.6429,-2.512,-3.1168,2.0965,0.5607
s2,parity,0,15,1,1,-4.143,2.0755,1.1727,2.0965,0.5607
s2,parity,0,15,2,1,-3.0908,2.592,1.3101,2.0965,0.5607
s2,parity,0,15,3,1,-2.398,3.2163,1.1481,2.0965,0.5607
s2,parity,0,15,4,1,-1.0772,3.9101,0.6332,2.0965,0.5607
s2,parity,0,15,5,1,-0.0407,3.9621,-0.3138,2.0965,0.5607
s2,parity,0,15,6,1,0.8528,3.7595,-1.3778,2.0965,0.5607
s2,parity,0,15,7,1,1.3743,3.1009,-1.838,2.0965,0.5607
s2,parity,0,15,8,1,1.8147,2.3511,-2.2491,2.0965,0.5607
s2,parity,0,15,9,1,1.8107,1.2639,-2.4814,2.0965,0.5607
s2,parity,0,15,10,1,1.9431,0.3204,-2.6003,2.0965,0.5607
s2,parity,0,15,11,1,1.6215,-0.6032,-2.5382,2.0965,0.5607
s2,parity,0,15,12,1,1.6904,-1.6907,-2.8089,2.0965,0.5607
s2,parity,0,15,13,1,1.1838,-2.6902,-2.932,2.0965,0.5607
s2,parity,0,15,14,1,0.2689,-3.2571,-2.7847,2.0965,0.5607
s2,parity,0,15,15,1,-0.8309,-3.5866,-3.3035,2.0965,0.5607
s2,parity,0,15,16,1,-1.5239,-3.3292,-3.2654,2.0965,0.5607
s2,parity,0,15,17,1,-2.5497,-2.8083,-3.181,2.0965,0.5607
s2,parity,0,15,18,1,-3.5328,-2.6054,-3.3306,2.0965,0.5607
s2,parity,0,16,1,1,-4.6025,1.8863,0.6575,2.0965,0.5607
s2,parity,0,16,2,1,-3.7492,2.548,0.6736,2.0965,0.5607
s2,parity,0,16,3,1,-3.1164,3.0985,0.4415,2.0965,0.5607
s2,parity,0,16,4,1,-2.2815,3.4532,-0.1753,2.0965,0.5607
s2,parity,0,16,5,1,-1.0471,3.5151,-0.9323,2.0965,0.5607
s2,parity,0,16,6,1,-0.3818,3.3899,-1.8266,2.0965,0.5607
s2,parity,0,16,7,1,-0.1317,2.9368,-2.2091,2.0965,0.5607
s2,parity,0,16,8,1,0.2984,2.3461,-2.474,2.0965,0.5607
s2,parity,0,16,9,1,0.1699,1.1733,-2.7545,2.0965,0.5607
s2,parity,0,16,10,1,0.1939,0.4727,-2.8605,2.0965,0.5607
s2,parity,0,16,11,1,0.1337,-0.3341,-2.7584,2.0965,0.5607
s2,parity,0,16,12,1,0.2406,-1.3381,-2.8658,2.0965,0.5607
s2,parity,0,16,13,1,-0.0012,-2.2732,-3.1407,2.0965,0.5607
s2,parity,0,16,14,1,-0.8062,-2.9961,-3.1889,2.0965,0.5607
s2,parity,0,16,15,1,-1.4917,-3.1541,-3.3901,2.0965,0.5607
s2,parity,0,16,16,1,-2.196,-2.9772,-3.3108,2.0965,0.5607
s2,parity,0,16,17,1,-3.3392,-2.5714,-3.3207,2.0965,0.5607
s2,parity,0,16,18,1,-4.1638,-2.2925,-3.3539,2.0965,0.5607
s2,parity,0,17,1,1,-4.8804,1.5946,0.2924,2.0965,0.5607
s2,parity,0,17,2,1,-4.1117,2.2731,0.2396,2.0965,0.5607
s2,parity,0,17,3,1,-3.8827,2.7096,-0.1697,2.0965,0.5607
s2,parity,0,17,4,1,-2.8612,3.0816,-0.5943,2.0965,0.5607
s2,parity,0,17,5,1,-2.2287,3.1425,-1.2295,2.0965,0.5607
s2,parity,0,17,6,1,-1.5529,3.2121,-2.035,2.0965,0.5607
s2,parity,0,17,7,1,-1.4271,2.5504,-2.0948,2.0965,0.5607
s2,parity,0,17,8,1,-0.6118,2.0708,-2.3818,2.0965,0.5607
s2,parity,0,17,9,1,-1.211,1.1747,-2.758,2.0965,0.5607
s2,parity,0,17,10,1,-1.0164,0.4878,-2.9907,2.0965,0.5607
s2,parity,0,17,11,1,-0.8549,-0.241,-3.0201,2.0965,0.5607
s2,parity,0,17,12,1,-1.0204,-1.1437,-3.1521,2.0965,0.5607
s2,parity,0,17,13,1,-1.1984,-1.887,-3.3625,2.0965,0.5607
s2,parity,0,17,14,1,-1.7989,-2.4132,-3.353,2.0965,0.5607
s2,parity,0,17,15,1,-2.1527,-2.6196,-3.4674,2.0965,0.5607
s2,parity,0,17,16,1,-3.3262,-2.495,-3.4874,2.0965,0.5607
s2,parity,0,17,17,1,-3.7992,-2.0777,-3.3183,2.0965,0.5607
s2,parity,0,17,18,1,-4.5205,-1.9774,-3.4703,2.0965,0.5607
s2,parity,0,18,1,1,-5.3677,1.3425,-0.1867,2.0965,0.5607
s2,parity,0,18,2,1,-4.8777,1.7678,-0.221,2.0965,0.5607
s2,parity,0,18,3,1,-4.6934,2.1709,-0.5331,2.0965,0.5607
s2,parity,0,18,4,1,-3.8572,2.389,-0.9854,2.0965,0.5607
s2,parity,0,18,5,1,-2.969,2.6417,-1.5314,2.0965,0.5607
s2,parity,0,18,6,1,-2.6118,2.5871,-2.2154,2.0965,0.5607
s2,parity,0,18,7,1,-2.4474,2.269,-2.49,2.0965,0.5607
s2,parity,0,18,8,1,-1.779,1.6817,-2.6208,2.0965,0.5607
s2,parity,0,18,9,1,-2.2577,1.026,-2.7845,2.0965,0.5607
s2,parity,0,18,10,1,-2.2517,0.4895,-2.9063,2.0965,0.5607
s2,parity,0,18,11,1,-1.9837,-0.1029,-3.0102,2.0965,0.5607
s2,parity,0,18,12,1,-1.8859,-0.9987,-3.1133,2.0965,0.5607
s2,parity,0,18,13,1,-1.9613,-1.7603,-3.2142,2.0965,0.5607
s2,parity,0,18,14,1,-2.568,-2.1054,-3.2826,2.0965,0.5607
s2,parity,0,18,15,1,-3.3249,-2.2564,-3.4951,2.0965,0.5607
s2,parity,0,18,16,1,-4.2327,-2.1315,-3.5336,2.0965,0.5607
s2,parity,0,18,17,1,-4.2536,-1.7504,-3.2571,2.0965,0.5607
s2,parity,0,18,18,1,-4.9182,-1.7134,-3.386,2.0965,0.5607
s2,full,0,1,1,0,-3.4425,4.6644,1.958,2.6927,0.4044
s2,full,0,1,2,0,-2.8501,4.6527,1.9799,2.6927,0.4044
s2,full,0,1,3,0,-2.1743,4.4904,1.8733,2.6927,0.4044
s2,full,0,1,4,0,-1.6118,4.0145,1.232,2.6927,0.4044
s2,full,0,1,5,0,-1.1039,3.4889,0.3353,2.6927,0.4044
s2,full,0,1,6,0,-1.0334,2.974,-0.4659,2.6927,0.4044
s2,full,0,1,7,0,-1.6449,2.8261,-0.7153,2.6927,0.4044
s2,full,0,1,8,0,-2.1573,2.0155,-0.6591,2.6927,0.4044
s2,full,0,1,9,0,-2.6741,1.4058,-0.5517,2.6927,0.4044
s2,full,0,1,10,0,-3.328,0.7654,-0.4219,2.6927,0.4044
s2,full,0,1,11,0,-3.9479,0.1182,-0.3139,2.6927,0.4044
s2,full,0,1,12,0,-4.2912,-0.528,-0.241,2.6927,0.4044
s2,full,0,1,13,0,-4.4994,-0.857,-0.1957,2.6927,0.4044
s2,full,0,1,14,0,-4.6905,-0.6568,-0.6003,2.6927,0.4044
s2,full,0,1,15,0,-4.9423,0.1971,-1.5042,2.6927,0.4044
s2,full,0,1,16,0,-4.9688,0.8923,-2.0636,2.6927,0.4044
s2,full,0,1,17,0,-4.9963,1.8936,-2.5447,2.6927,0.4044
s2,full,0,1,18,0,-4.8624,2.3601,-2.7301,2.6927,0.4044
s2,full,0,2,1,0,-2.848,4.9382,2.1688,2.6927,0.4044
s2,full,0,2,2,0,-1.9197,4.8646,2.1808,2.6927,0.4044
s2,full,0,2,3,0,-1.1224,4.7128,1.9909,2.6927,0.4044
s2,full,0,2,4,0,-0.2657,4.0066,1.1751,2.6927,0.4044
s2,full,0,2,5,0,0.2275,3.4226,0.3801,2.6927,0.4044
s2,full,0,2,6,0,0.0663,2.8304,-0.3961,2.6927,0.4044
s2,full,0,2,7,0,-0.4469,2.3539,-0.6015,2.6927,0.4044
s2,full,0,2,8,0,-1.2405,1.587,-0.517,2.6927,0.4044
s2,full,0,2,9,0,-1.9752,0.8665,-0.4509,2.6927,0.4044
s2,full,0,2,10,0,-2.727,-0.0448,-0.3697,2.6927,0.4044
s2,full,0,2,11,0,-3.4278,-0.815,-0.2602,2.6927,0.4044
s2,full,0,2,12,0,-3.989,-1.3783,-0.1979,2.6927,0.4044
s2,full,0,2,13,0,-4.2167,-1.655,-0.1471,2.6927,0.4044
s2,full,0,2,14,0,-4.3459,-1.486,-0.447,2.6927,0.4044
s2,full,0,2,15,0,-4.441,-0.7334,-1.1572,2.6927,0.4044
s2,full,0,2,16,0,-4.7991,-0.0453,-1.9363,2.6927,0.4044
s2,full,0,2,17,0,-4.8412,1.0524,-2.4917,2.6927,0.4044
s2,full,0,2,18,0,-4.7958,1.8163,-2.7926,2.6927,0.4044
s2,full,0,3,1,0,-1.7376,4.9565,2.7314,2.6927,0.4044
s2,full,0,3,2,0,-0.5617,4.5747,2.454,2.6927,0.4044
s2,full,0,3,3,0,0.5451,4.45,2.4033,2.6927,0.4044
s2,full,0,3,4,0,1.349,3.7498,1.7081,2.6927,0.4044
s2,full,0,3,5,0,1.8908,3.1666,0.8284,2.6927,0.4044
s2,full,0,3,6,0,1.8795,2.3128,-0.0969,2.6927,0.4044
s2,full,0,3,7,0,1.1776,1.6304,-0.3,2.6927,0.4044
s2,full,0,3,8,0,0.3704,0.8332,-0.3593,2.6927,0.4044
s2,full,0,3,9,0,-0.391,-0.0544,-0.332,2.6927,0.4044
s2,full,0,3,10,0,-1.4025,-1.0813,-0.2271,2.6927,0.4044
s2,full,0,3,11,0,-2.3593,-1.9767,-0.1652,2.6927,0.4044
s2,full,0,3,12,0,-3.0365,-2.4378,-0.0868,2.6927,0.4044
s2,full,0,3,13,0,-3.4528,-2.5978,0.0081,2.6927,0.4044
s2,full,0,3,14,0,-3.6767,-2.7624,-0.5191,2.6927,0.4044
s2,full,0,3,15,0,-4.0182,-2.2371,-1.3103,2.6927,0.4044
s2,full,0,3,16,0,-4.1904,-1.168,-2.0823,2.6927,0.4044
s2,full,0,3,17,0,-4.5454,0.0784,-2.7041,2.6927,0.4044
s2,full,0,3,18,0,-4.7134,0.8747,-3.1925,2.6927,0.4044
s2,full,0,4,1,0,-0.8514,4.8483,3.1264,2.6927,0.4044
s2,full,0,4,2,0,0.3301,4.8453,3.1128,2.6927,0.4044
s2,full,0,4,3,0,1.599,4.4066,2.7211,2.6927,0.4044
s2,full,0,4,4,0,2.8817,3.5239,2.1603,2.6927,0.4044
s2,full,0,4,5,0,3.5767,2.6135,1.2579,2.6927,0.4044
s2,full,0,4,6,0,3.4541,1.8524,0.2331,2.6927,0.4044
s2,full,0,4,7,0,2.8557,1.0993,-0.0756,2.6927,0.4044
s2,full,0,4,8,0,2.1761,0.1394,-0.1879,2.6927,0.4044
s2,full,0,4,9,0,1.2338,-0.9581,-0.2318,2.6927,0.4044
s2,full,0,4,10,0,0.0119,-2.0632,-0.1827,2.6927,0.4044
s2,full,0,4,11,0,-1.0083,-3.0667,-0.1226,2.6927,0.4044
s2,full,0,4,12,0,-1.9078,-3.65,-0.0749,2.6927,0.4044
s2,full,0,4,13,0,-2.3974,-3.8324,0.1418,2.6927,0.4044
s2,full,0,4,14,0,-2.9484,-4.2524,-0.522,2.6927,0.4044
s2,full,0,4,15,0,-3.2871,-3.5562,-1.3932,2.6927,0.4044
s2,full,0,4,16,0,-3.7587,-2.3202,-2.1766,2.6927,0.4044
s2,full,0,4,17,0,-4.3062,-1.009,-2.8124,2.6927,0.4044
s2,full,0,4,18,0,-4.4025,0.0272,-3.1707,2.6927,0.4044
s2,full,0,5,1,0,-0.0645,4.7989,3.537,2.6927,0.4044
s2,full,0,5,2,0,1.0247,4.8488,3.5077,2.6927,0.4044
s2,full,0,5,3,0,2.6391,4.407,3.1449,2.6927,0.4044
s2,full,0,5,4,0,3.8328,3.5346,2.5724,2.6927,0.4044
s2,full,0,5,5,0,4.506,2.4097,1.6404,2.6927,0.4044
s2,full,0,5,6,0,4.6937,1.573,0.6869,2.6927,0.4044
s2,full,0,5,7,0,4.4797,0.777,0.2469,2.6927,0.4044
s2,full,0,5,8,0,3.6073,-0.4252,-0.0385,2.6927,0.4044
s2,full,0,5,9,0,2.7248,-1.4803,-0.1798,2.6927,0.4044
s2,full,0,5,10,0,1.4887,-2.6063,-0.3363,2.6927,0.4044
s2,full,0,5,11,0,0.2437,-3.8343,-0.2682,2.6927,0.4044
s2,full,0,5,12,0,-0.7647,-4.7956,-0.3627,2.6927,0.4044
s2,full,0,5,13,0,-1.4029,-5.2523,-0.3809,2.6927,0.4044
s2,full,0,5,14,0,-2.0133,-5.0436,-0.8726,2.6927,0.4044
s2,full,0,5,15,0,-2.5784,-4.0574,-1.736,2.6927,0.4044
s2,full,0,5,16,0,-3.1673,-2.8239,-2.3292,2.6927,0.4044
s2,full,0,5,17,0,-3.9296,-1.538,-2.914,2.6927,0.4044
s2,full,0,5,18,0,-4.1272,-0.5215,-3.243,2.6927,0.4044
s2,full,0,6,1,0,0.2384,4.6484,3.7072,2.6927,0.4044
s2,full,0,6,2,0,1.1968,4.7,3.8156,2.6927,0.4044
s2,full,0,6,3,0,2.6993,4.1682,3.6374,2.6927,0.4044
s2,full,0,6,4,0,4.3114,3.315,3.1751,2.6927,0.4044
s2,full,0,6,5,0,5.1982,2.4753,2.5194,2.6927,0.4044
s2,full,0,6,6,0,5.3426,1.5486,1.2628,2.6927,0.4044
s2,full,0,6,7,0,5.3382,0.4775,0.674,2.6927,0.4044
s2,full,0,6,8,0,4.6821,-0.6547,0.1618,2.6927,0.4044
s2,full,0,6,9,0,3.732,-1.9407,-0.1607,2.6927,0.4044
s2,full,0,6,10,0,2.521,-3.15,-0.397,2.6927,0.4044
s2,full,0,6,11,0,1.2445,-4.4101,-0.6412,2.6927,0.4044
s2,full,0,6,12,0,0.1455,-5.294,-0.7962,2.6927,0.4044
s2,full,0,6,13,0,-0.6112,-5.6801,-1.0304,2.6927,0.4044
s2,full,0,6,14,0,-1.2912,-5.297,-1.5055,2.6927,0.4044
s2,full,0,6,15,0,-2.1161,-4.2711,-2.3014,2.6927,0.4044
s2,full,0,6,16,0,-2.9782,-2.7496,-2.7919,2.6927,0.4044
s2,full,0,6,17,0,-3.8571,-1.5732,-3.23,2.6927,0.4044
s2,full,0,6,18,0,-3.9812,-0.6129,-3.2403,2.6927,0.4044
s2,full,0,7,1,0,-0.1305,4.3126,3.6219,2.6927,0.4044
s2,full,0,7,2,0,0.8168,4.2178,4.0242,2.6927,0.4044
s2,full,0,7,3,0,2.3048,3.6962,3.9231,2.6927,0.4044
s2,full,0,7,4,0,3.8236,2.8601,3.7412,2.6927,0.4044
s2,full,0,7,5,0,4.7786,1.9286,2.9048,2.6927,0.4044
s2,full,0,7,6,0,5.4864,1.1432,1.7552,2.6927,0.4044
s2,full,0,7,7,0,5.1457,0.0562,0.9837,2.6927,0.4044
s2,full,0,7,8,0,4.7855,-0.9673,0.3535,2.6927,0.4044
s2,full,0,7,9,0,4.2082,-2.2908,-0.2402,2.6927,0.4044
s2,full,0,7,10,0,3.2449,-3.3417,-0.6889,2.6927,0.4044
s2,full,0,7,11,0,2.1893,-4.4486,-1.1159,2.6927,0.4044
s2,full,0,7,12,0,1.1151,-4.9833,-1.3362,2.6927,0.4044
s2,full,0,7,13,0,0.2111,-5.1695,-1.4715,2.6927,0.4044
s2,full,0,7,14,0,-0.605,-4.6434,-1.9961,2.6927,0.4044
s2,full,0,7,15,0,-1.5545,-3.7232,-2.8726,2.6927,0.4044
s2,full,0,7,16,0,-2.4921,-2.3327,-3.3027,2.6927,0.4044
s2,full,0,7,17,0,-3.2316,-1.1288,-3.5417,2.6927,0.4044
s2,full,0,7,18,0,-3.4902,-0.3097,-3.5534,2.6927,0.4044
s2,full,0,8,1,0,-0.5889,3.751,3.6596,2.6927,0.4044
s2,full,0,8,2,0,0.1278,3.4582,4.0856,2.6927,0.4044
s2,full,0,8,3,0,1.5125,2.8429,4.1735,2.6927,0.4044
s2,full,0,8,4,0,3.0901,1.868,4.0771,2.6927,0.4044
s2,full,0,8,5,0,4.2124,1.0306,3.2655,2.6927,0.4044
s2,full,0,8,6,0,5.1233,0.1481,2.3922,2.6927,0.4044
s2,full,0,8,7,0,5.1046,-0.6019,1.4359,2.6927,0.4044
s2,full,0,8,8,0,4.7982,-1.4176,0.6145,2.6927,0.4044
s2,full,0,8,9,0,4.4724,-2.4887,-0.1735,2.6927,0.4044
s2,full,0,8,10,0,3.6006,-3.3679,-0.9216,2.6927,0.4044
s2,full,0,8,11,0,3.0192,-4.0551,-1.5588,2.6927,0.4044
s2,full,0,8,12,0,2.4209,-4.4725,-1.9743,2.6927,0.4044
s2,full,0,8,13,0,1.6595,-4.4546,-2.1699,2.6927,0.4044
s2,full,0,8,14,0,0.6093,-3.7878,-2.516,2.6927,0.4044
s2,full,0,8,15,0,-0.396,-2.794,-3.2951,2.6927,0.4044
s2,full,0,8,16,0,-1.6097,-1.4819,-3.7104,2.6927,0.4044
s2,full,0,8,17,0,-2.3477,-0.3414,-3.7591,2.6927,0.4044
s2,full,0,8,18,0,-2.8403,0.3935,-3.9035,2.6927,0.4044
s2,full,0,9,1,0,-1.2674,2.8731,3.7333,2.6927,0.4044
s2,full,0,9,2,0,-0.6664,2.5027,4.0913,2.6927,0.4044
s2,full,0,9,3,0,0.6971,1.8034,4.3773,2.6927,0.4044
s2,full,0,9,4,0,1.9625,0.7289,4.1873,2.6927,0.4044
s2,full,0,9,5,0,3.3549,-0.2119,3.7071,2.6927,0.4044
s2,full,0,9,6,0,4.2174,-0.8722,2.753,2.6927,0.4044
s2,full,0,9,7,0,4.4779,-1.6483,1.8628,2.6927,0.4044
s2,full,0,9,8,0,4.419,-2.1989,0.9244,2.6927,0.4044
s2,full,0,9,9,0,4.2388,-2.5727,0.0227,2.6927,0.4044
s2,full,0,9,10,0,4.1953,-3.0195,-0.7072,2.6927,0.4044
s2,full,0,9,11,0,3.8693,-3.2241,-1.354,2.6927,0.4044
s2,full,0,9,12,0,3.4317,-3.3913,-2.0768,2.6927,0.4044
s2,full,0,9,13,0,3.0858,-3.3035,-2.4816,2.6927,0.4044
s2,full,0,9,14,0,2.1055,-2.7519,-3.0734,2.6927,0.4044
s2,full,0,9,15,0,0.9962,-1.6272,-3.631,2.6927,0.4044
s2,full,0,9,16,0,-0.4195,-0.468,-4.1048,2.6927,0.4044
s2,full,0,9,17,0,-1.4464,0.5399,-4.1669,2.6927,0.4044
s2,full,0,9,18,0,-2.0351,1.214,-4.1242,2.6927,0.4044
s2,full,0,10,1,1,-2.4234,1.9908,3.632,2.6927,0.4044
s2,full,0,10,2,1,-1.8785,1.4668,4.0242,2.6927,0.4044
s2,full,0,10,3,1,-0.5787,0.6171,4.3987,2.6927,0.4044
s2,full,0,10,4,1,0.7477,-0.5528,4.3859,2.6927,0.4044
s2,full,0,10,5,1,2.0027,-1.7835,3.957,2.6927,0.4044
s2,full,0,10,6,1,2.8456,-2.2975,3.0139,2.6927,0.4044
s2,full,0,10,7,1,3.3406,-2.8597,2.1949,2.6927,0.4044
s2,full,0,10,8,1,3.7698,-3.1418,1.2537,2.6927,0.4044
s2,full,0,10,9,1,4.2881,-3.1211,0.3416,2.6927,0.4044
s2,full,0,10,10,1,4.5012,-3.049,-0.3992,2.6927,0.4044
s2,full,0,10,11,1,4.4228,-2.7248,-1.1611,2.6927,0.4044
s2,full,0,10,12,1,4.4734,-2.468,-1.8694,2.6927,0.4044
s2,full,0,10,13,1,4.178,-1.9818,-2.2843,2.6927,0.4044
s2,full,0,10,14,1,3.3307,-1.4336,-2.9701,2.6927,0.4044
s2,full,0,10,15,1,2.2042,-0.5028,-3.6086,2.6927,0.4044
s2,full,0,10,16,1,0.6573,0.729,-4.1559,2.6927,0.4044
s2,full,0,10,17,1,-0.5339,1.4804,-4.4979,2.6927,0.4044
s2,full,0,10,18,1,-1.2928,1.9666,-4.3751,2.6927,0.4044
s2,full,0,11,1,1,-3.3118,1.212,3.6051,2.6927,0.4044
s2,full,0,11,2,1,-2.8834,0.6602,3.9813,2.6927,0.4044
s2,full,0,11,3,1,-1.6915,-0.557,4.1644,2.6927,0.4044
s2,full,0,11,4,1,-0.4135,-1.9356,4.2956,2.6927,0.4044
s2,full,0,11,5,1,0.5724,-3.0986,3.7098,2.6927,0.4044
s2,full,0,11,6,1,1.3686,-3.8586,3.0268,2.6927,0.4044
s2,full,0,11,7,1,2.0466,-4.1307,2.1697,2.6927,0.4044
s2,full,0,11,8,1,2.8169,-3.9864,1.2504,2.6927,0.4044
s2,full,0,11,9,1,3.6856,-3.4993,0.5787,2.6927,0.4044
s2,full,0,11,10,1,4.471,-3.0031,-0.0857,2.6927,0.4044
s2,full,0,11,11,1,4.7996,-2.2028,-0.6856,2.6927,0.4044
s2,full,0,11,12,1,5.1621,-1.6067,-1.3855,2.6927,0.4044
s2,full,0,11,13,1,5.2369,-0.5661,-1.7781,2.6927,0.4044
s2,full,0,11,14,1,4.3437,-0.2525,-2.8054,2.6927,0.4044
s2,full,0,11,15,1,3.0775,0.6527,-3.5982,2.6927,0.4044
s2,full,0,11,16,1,1.5016,1.4744,-3.8324,2.6927,0.4044
s2,full,0,11,17,1,0.4743,2.3482,-4.4432,2.6927,0.4044
s2,full,0,11,18,1,-0.2556,2.639,-4.4663,2.6927,0.4044
s2,full,0,12,1,1,-4.034,0.5948,3.6149,2.6927,0.4044
s2,full,0,12,2,1,-3.6239,-0.0575,3.8926,2.6927,0.4044
s2,full,0,12,3,1,-2.656,-1.3843,4.1425,2.6927,0.4044
s2,full,0,12,4,1,-1.5631,-2.8535,4.2408,2.6927,0.4044
s2,full,0,12,5,1,-0.6552,-3.7875,3.5069,2.6927,0.4044
s2,full,0,12,6,1,-0.0139,-4.7798,2.7935,2.6927,0.4044
s2,full,0,12,7,1,1.1152,-4.7594,2.117,2.6927,0.4044
s2,full,0,12,8,1,1.903,-4.4265,1.5505,2.6927,0.4044
s2,full,0,12,9,1,3.115,-3.6821,0.8999,2.6927,0.4044
