condition,seed,lesion_mode,dose,n_units,frac_place,spatial_info,sparsity,selectivity,coherence,n_fields,field_area,mean_rate,peak_rate,infield_rate,outfield_rate,field_contrast,dir_info_marginal,dir_info_field,stability,ev_pos,ev_hd,ev_add,ev_conj,mixed,hd_rayleigh,frac_mixed,phase_acc,ev_orbit
s4,1,silence,0.15,500,0.924,1.1874,0.386,5.7416,1.745,2.1061,39.6545,0.241,1.2525,0.5836,0.0568,53.617,0.2496,0.2516,0.9453,0.4853,0.0754,0.5563,0.7714,0.2151,0.2609,0.95,0.9752,0.2761
s4,1,silence,0.3,500,0.92,1.1622,0.3888,5.7053,1.7701,2.0652,40.3447,0.2418,1.2466,0.5779,0.0568,32.774,0.1755,0.1822,0.9418,0.4766,0.0551,0.5283,0.722,0.1937,0.2209,0.956,0.9631,0.2699
s4,1,silence,0.45,500,0.914,1.1163,0.397,5.6242,1.7698,1.9934,41.9341,0.2416,1.2199,0.5586,0.0531,42.3056,0.12,0.1268,0.9303,0.455,0.0378,0.4905,0.6661,0.1756,0.1824,0.952,0.9462,0.2571
s4,1,silence,0.6,500,0.904,1.0401,0.4131,5.4973,1.7344,1.9027,44.9022,0.2412,1.1779,0.5234,0.05,37.3771,0.0772,0.086,0.9125,0.4155,0.0236,0.4377,0.5971,0.1594,0.1446,0.938,0.9153,0.2384
s4,1,silence,0.75,500,0.886,0.8914,0.4525,5.2077,1.6314,1.8533,49.0712,0.2386,1.0867,0.458,0.0502,26.6788,0.0421,0.0523,0.8676,0.3385,0.012,0.35,0.4946,0.1446,0.1055,0.908,0.8586,0.2083
s4,1,silence,0.9,500,0.75,0.7402,0.5078,4.8524,1.4324,2.1013,48.7435,0.226,0.938,0.3639,0.0457,55.0233,0.013,0.0256,0.7794,0.2264,0.0031,0.2291,0.3602,0.1311,0.0576,0.864,0.6805,0.1787
s4,1,silence,1.0,500,0.644,0.738,0.5215,4.7862,1.3497,2.6708,54.1061,0.2146,0.8331,0.3367,0.0347,1277.4085,0.002,0.0205,0.7278,0.1849,0.0004,0.1851,0.313,0.1279,0.0217,0.832,0.5775,0.1702
s4,1,randomize,0.0,500,0.926,1.209,0.3851,5.7692,1.7099,2.1447,39.7634,0.2401,1.2521,0.5787,0.0572,56.7967,0.3602,0.3579,0.9468,0.4881,0.0987,0.5813,0.822,0.2407,0.3016,0.952,0.9846,0.2794
s4,1,randomize,0.15,500,0.912,1.115,0.4027,5.5461,1.7292,2.1009,42.3283,0.2387,1.1981,0.5489,0.0561,27.2324,0.2561,0.2669,0.9396,0.4538,0.0771,0.5263,0.7349,0.2085,0.2638,0.948,0.9669,0.2625
s4,1,randomize,0.3,500,0.878,1.0318,0.4192,5.2997,1.7505,2.0364,44.3525,0.2364,1.1355,0.5166,0.0553,20.9651,0.1834,0.1968,0.9318,0.4131,0.0571,0.4668,0.6485,0.1817,0.2247,0.95,0.9464,0.2445
s4,1,randomize,0.45,500,0.862,0.9178,0.4489,5.028,1.7215,2.0186,47.4215,0.2317,1.0548,0.4648,0.0511,15.9702,0.1231,0.1393,0.9175,0.3665,0.0393,0.4031,0.5629,0.1599,0.1849,0.946,0.9168,0.2263
s4,1,randomize,0.6,500,0.81,0.8179,0.4783,4.7282,1.6722,1.9654,51.5489,0.2281,0.9779,0.4154,0.052,13.5901,0.0707,0.0872,0.8996,0.3145,0.0233,0.3364,0.4803,0.1438,0.1417,0.932,0.8566,0.2092
s4,1,randomize,0.75,500,0.694,0.727,0.5104,4.445,1.5931,2.1095,50.793,0.2243,0.9064,0.3662,0.0511,50.549,0.0314,0.0477,0.8702,0.25,0.0106,0.2597,0.3933,0.1336,0.095,0.9,0.7412,0.1946
s4,1,randomize,0.9,500,0.574,0.6855,0.5407,4.1272,1.5124,2.7666,52.6585,0.221,0.8245,0.3432,0.0426,26.2731,0.0071,0.0177,0.8418,0.2003,0.0021,0.2022,0.3304,0.1283,0.0435,0.864,0.6023,0.1852
s4,1,randomize,1.0,500,0.564,0.6717,0.5499,3.9393,1.4747,3.0071,58.6555,0.2214,0.7927,0.3395,0.0398,51.29,0.0013,0.0124,0.8363,0.1924,0.0003,0.1926,0.3195,0.1268,0.0185,0.862,0.5263,0.1845
s4,2,silence,0.0,500,0.952,1.2002,0.386,5.6452,1.7268,2.2479,38.4772,0.2338,1.214,0.5693,0.0574,125.5748,0.3547,0.349,0.9451,0.4961,0.0983,0.5893,0.8306,0.2413,0.3059,0.936,0.9896,0.2794
s4,2,silence,0.15,500,0.948,1.1795,0.3864,5.6432,1.7544,2.2152,38.8707,0.2337,1.2159,0.5684,0.0563,50.2682,0.2453,0.2461,0.9433,0.493,0.0751,0.5639,0.7808,0.217,0.2648,0.942,0.9821,0.2767
s4,2,silence,0.3,500,0.946,1.1532,0.3898,5.6119,1.7738,2.129,40.2358,0.2336,1.2067,0.5611,0.0546,170.7998,0.1715,0.1774,0.9379,0.4843,0.0549,0.5358,0.7322,0.1963,0.2248,0.956,0.9726,0.2709
s4,2,silence,0.45,500,0.94,1.1129,0.397,5.5476,1.7791,2.0489,42.0999,0.2328,1.184,0.5443,0.0531,441.6693,0.1161,0.1237,0.9302,0.4644,0.0379,0.4998,0.6793,0.1795,0.1857,0.95,0.9584,0.2612
s4,2,silence,0.6,500,0.922,1.0375,0.4122,5.4173,1.7445,2.039,42.3051,0.2303,1.1367,0.506,0.0491,106.8193,0.0727,0.0838,0.9145,0.4213,0.0236,0.4433,0.6078,0.1645,0.1467,0.946,0.9283,0.2416
s4,2,silence,0.75,500,0.894,0.898,0.4492,5.1616,1.6556,1.9866,46.5087,0.2285,1.0561,0.4425,0.0483,77.4998,0.0374,0.0483,0.8725,0.3432,0.0117,0.3546,0.5053,0.1508,0.1052,0.924,0.8423,0.2131
s4,2,silence,0.9,500,0.77,0.7502,0.5035,4.8583,1.4475,2.1169,52.8744,0.2168,0.9234,0.3477,0.0411,113.6727,0.0112,0.0231,0.772,0.2333,0.0031,0.2363,0.3756,0.1393,0.0568,0.85,0.6714,0.1803
s4,2,silence,1.0,500,0.622,0.7676,0.5049,4.806,1.329,2.7974,58.218,0.1927,0.7955,0.313,0.0312,23.902,0.0017,0.0165,0.7435,0.1849,0.0004,0.1851,0.3218,0.1367,0.0218,0.836,0.5626,0.1716
s4,2,randomize,0.0,500,0.952,1.2,0.386,5.6452,1.7268,2.25,38.4236,0.2338,1.2139,0.5691,0.0574,118.6237,0.3547,0.3487,0.9451,0.4961,0.0983,0.5892,0.8305,0.2413,0.3059,0.936,0.9901,0.2793
s4,2,randomize,0.15,500,0.94,1.0966,0.4068,5.3992,1.7441,2.1979,41.1126,0.2309,1.1472,0.5295,0.0571,29.6879,0.2486,0.2567,0.9365,0.4587,0.0765,0.5309,0.7401,0.2091,0.2666,0.938,0.9705,0.2619
s4,2,randomize,0.3,500,0.9,1.0139,0.4228,5.1987,1.7612,2.1156,43.451,0.2273,1.0903,0.4932,0.0562,22.7424,0.1766,0.1925,0.9299,0.4176,0.057,0.4711,0.6543,0.1833,0.228,0.94,0.9527,0.2441
s4,2,randomize,0.45,500,0.868,0.9121,0.4488,4.9754,1.7417,2.0622,46.3195,0.2239,1.0232,0.4491,0.055,19.2693,0.1146,0.13,0.9196,0.3698,0.039,0.4064,0.5682,0.1618,0.1856,0.934,0.9196,0.2249
s4,2,randomize,0.6,500,0.796,0.8069,0.4774,4.7646,1.7018,2.0402,48.4571,0.216,0.9449,0.3985,0.0515,16.3714,0.0676,0.0814,0.8995,0.3101,0.0236,0.3322,0.479,0.1468,0.1434,0.922,0.8468,0.2066
s4,2,randomize,0.75,500,0.702,0.7261,0.5074,4.5381,1.608,2.1225,50.9393,0.212,0.8752,0.3492,0.0475,19.6823,0.0315,0.041,0.8735,0.2534,0.0109,0.2635,0.4001,0.1366,0.0982,0.902,0.749,0.1923
s4,2,randomize,0.9,500,0.572,0.6732,0.5408,4.1977,1.5243,2.7622,52.0796,0.2084,0.7882,0.3199,0.0384,253.7813,0.0061,0.0136,0.8451,0.197,0.0021,0.199,0.3317,0.1327,0.0438,0.854,0.5912,0.1808
s4,2,randomize,1.0,500,0.556,0.6649,0.5485,4.0503,1.504,3.1115,56.0024,0.2072,0.7548,0.3176,0.0374,163.0109,0.0011,0.0082,0.8383,0.1879,0.0003,0.1882,0.3196,0.1314,0.0183,0.842,0.5291,0.1806
s4,3,silence,0.0,500,0.94,1.1757,0.3957,5.6849,1.7068,2.2426,39.0842,0.2358,1.2292,0.5604,0.0591,118.8258,0.3607,0.3454,0.9452,0.48,0.1026,0.5772,0.818,0.2408,0.3053,0.95,0.9808,0.2759
s4,3,silence,0.15,500,0.94,1.1568,0.3963,5.6868,1.7316,2.2277,38.3195,0.2359,1.2289,0.5635,0.0579,56.9095,0.2507,0.2406,0.9433,0.4785,0.0787,0.5528,0.7701,0.2173,0.2656,0.95,0.9711,0.2742
s4,3,silence,0.3,500,0.934,1.137,0.3968,5.6642,1.7527,2.1392,39.066,0.2344,1.2206,0.5583,0.0567,41.6685,0.179,0.1735,0.9388,0.4719,0.0582,0.5266,0.7241,0.1975,0.2271,0.952,0.9641,0.2698
s4,3,silence,0.45,500,0.938,1.0876,0.4063,5.5547,1.7551,2.0725,41.0193,0.2336,1.1923,0.5373,0.052,35.621,0.1213,0.12,0.9302,0.4531,0.0403,0.4908,0.6715,0.1807,0.1885,0.954,0.9458,0.2595
s4,3,silence,0.6,500,0.928,1.0261,0.4182,5.4544,1.7356,1.9957,43.67,0.2321,1.1567,0.5084,0.0477,26.6903,0.077,0.0785,0.9117,0.4204,0.0255,0.4442,0.6108,0.1666,0.1501,0.948,0.9178,0.2439
s4,3,silence,0.75,500,0.896,0.8756,0.4551,5.1425,1.6328,1.9643,46.5442,0.2264,1.0599,0.4364,0.0471,20.4807,0.0401,0.0437,0.8766,0.3377,0.0128,0.3497,0.5015,0.1518,0.1073,0.918,0.8218,0.2126
s4,3,silence,0.9,500,0.746,0.7326,0.5103,4.9161,1.4288,2.193,50.4409,0.2122,0.9063,0.3394,0.038,20.3368,0.0105,0.0123,0.7921,0.2201,0.003,0.223,0.3623,0.1393,0.0545,0.868,0.6595,0.1777
s4,3,silence,1.0,500,0.66,0.754,0.5075,5.0976,1.3129,2.5182,56.7994,0.1931,0.7993,0.3074,0.0315,28.1473,0.0026,0.0043,0.7323,0.1864,0.0005,0.1868,0.3274,0.1406,0.0273,0.846,0.5677,0.1727
s4,3,randomize,0.0,500,0.94,1.1756,0.3957,5.6841,1.7067,2.2447,39.0721,0.2358,1.229,0.561,0.0595,106.1866,0.3607,0.3443,0.9451,0.4799,0.1026,0.5772,0.818,0.2408,0.3053,0.95,0.9795,0.2759
s4,3,randomize,0.15,500,0.912,1.0871,0.411,5.4838,1.7318,2.2171,40.16,0.2327,1.174,0.5274,0.0584,31.5228,0.2524,0.2501,0.9376,0.4426,0.0792,0.5174,0.7253,0.2079,0.266,0.948,0.9575,0.2582
s4,3,randomize,0.3,500,0.878,1.0146,0.4254,5.271,1.7454,2.1617,41.8282,0.2303,1.1168,0.5022,0.0558,22.015,0.1799,0.1847,0.9306,0.4062,0.0593,0.4621,0.6455,0.1834,0.2284,0.946,0.9445,0.2418
s4,3,randomize,0.45,500,0.854,0.9044,0.4542,5.0251,1.7157,2.1077,44.8577,0.227,1.0415,0.457,0.0534,17.1711,0.1214,0.1312,0.9159,0.358,0.0408,0.3961,0.5582,0.162,0.1879,0.95,0.9094,0.2219
s4,3,randomize,0.6,500,0.792,0.815,0.4781,4.763,1.6927,2.0833,47.9989,0.2214,0.9689,0.4085,0.052,13.7661,0.0714,0.0826,0.8967,0.3087,0.0246,0.3315,0.4776,0.1462,0.1454,0.944,0.8621,0.2043
s4,3,randomize,0.75,500,0.678,0.7194,0.5124,4.5241,1.5963,2.2094,49.474,0.2162,0.888,0.3569,0.0504,14.5132,0.0301,0.0414,0.8629,0.2425,0.0108,0.2524,0.3868,0.1344,0.0954,0.888,0.7395,0.1877
s4,3,randomize,0.9,500,0.556,0.6718,0.5423,4.1969,1.525,2.705,52.5434,0.2154,0.8154,0.3305,0.0415,19.7013,0.0055,0.0106,0.8435,0.192,0.0019,0.1938,0.3228,0.129,0.0424,0.842,0.5905,0.176
s4,3,randomize,1.0,500,0.546,0.6537,0.5544,4.0502,1.4995,3.0513,55.4459,0.2141,0.7796,0.3248,0.038,21.1129,0.0016,0.006,0.8174,0.1815,0.0004,0.1818,0.3099,0.128,0.0215,0.848,0.5151,0.1742
